9.600837E+2	8.934556E+2	8.224024E+2	7.646280E+2	6.904350E+2	6.298234E+2	5.587209E+2	4.962649E+2	4.717191E+2	3.783359E+2	3.335907E+2	2.724201E+2	1.677175E+2	1.071684E+2	-8.219191E-2	-1.676715E-1
9.617111E+2	8.889121E+2	8.233657E+2	7.716209E+2	6.983879E+2	6.339166E+2	5.635833E+2	4.976490E+2	4.654396E+2	3.814165E+2	3.268082E+2	2.654766E+2	1.550074E+2	1.000703E+2	-8.219191E-2	1.709592E-1
9.698382E+2	8.979959E+2	8.291388E+2	7.707661E+2	7.004131E+2	6.375363E+2	5.662661E+2	5.049180E+2	4.656040E+2	3.809036E+2	3.276367E+2	2.705100E+2	1.635915E+2	1.079607E+2	-8.219191E-2	-5.030145E-1
9.361757E+2	8.601285E+2	7.914555E+2	7.353118E+2	6.655638E+2	6.069971E+2	5.340666E+2	4.770583E+2	4.376785E+2	3.555786E+2	3.056388E+2	2.477757E+2	1.507169E+2	9.474754E+1	-2.498634E-1	-3.353430E-1
9.735763E+2	8.976606E+2	8.203213E+2	7.576384E+2	6.867101E+2	6.265160E+2	5.546935E+2	4.898605E+2	4.546955E+2	3.675556E+2	3.206898E+2	2.580136E+2	1.612835E+2	1.010566E+2	4.142472E-1	-1.676715E-1
9.760223E+2	9.033877E+2	8.281755E+2	7.707661E+2	7.000778E+2	6.410015E+2	5.689521E+2	5.069926E+2	4.644467E+2	3.821003E+2	3.382230E+2	2.809221E+2	1.687104E+2	1.022434E+2	-8.219191E-2	-1.676715E-1
9.395916E+2	8.690479E+2	7.977086E+2	7.390631E+2	6.636997E+2	6.073127E+2	5.367493E+2	4.789586E+2	4.413114E+2	3.661847E+2	3.102712E+2	2.607916E+2	1.606227E+2	1.018489E+2	-4.142472E-1	1.709592E-1
9.773243E+2	9.038940E+2	8.294610E+2	7.716209E+2	6.970334E+2	6.339166E+2	5.563735E+2	4.945356E+2	4.632928E+2	3.743973E+2	3.235008E+2	2.592267E+2	1.604550E+2	9.770645E+1	8.219191E-2	3.287676E-3
9.535741E+2	8.764551E+2	8.038007E+2	7.433239E+2	6.784186E+2	6.173862E+2	5.483219E+2	4.903832E+2	4.355251E+2	3.511304E+2	3.023347E+2	2.423938E+2	1.551750E+2	9.770645E+1	-8.219191E-2	-1.676715E-1
9.716267E+2	9.022074E+2	8.278533E+2	7.694017E+2	6.953403E+2	6.345478E+2	5.585532E+2	5.000687E+2	4.593245E+2	3.759425E+2	3.238328E+2	2.684289E+2	1.652419E+2	1.057908E+2	-5.786310E-1	1.709592E-1
9.514601E+2	8.751071E+2	8.054084E+2	7.465623E+2	6.811276E+2	6.178596E+2	5.486573E+2	4.836336E+2	4.418078E+2	3.598526E+2	3.086175E+2	2.460365E+2	1.576507E+2	1.030325E+2	8.219191E-2	-1.676715E-1
9.630097E+2	8.927817E+2	8.142259E+2	7.572998E+2	6.848493E+2	6.250991E+2	5.515110E+2	4.867471E+2	4.566813E+2	3.725167E+2	3.193682E+2	2.607916E+2	1.546786E+2	9.494480E+1	2.465757E-1	-5.030145E-1
9.499971E+2	8.719115E+2	8.004341E+2	7.390631E+2	6.677632E+2	6.080985E+2	5.354080E+2	4.768840E+2	4.338746E+2	3.566044E+2	2.996881E+2	2.524574E+2	1.518742E+2	9.376124E+1	8.219191E-2	-1.676715E-1
9.608957E+2	8.850392E+2	8.140648E+2	7.520165E+2	6.797731E+2	6.205358E+2	5.488282E+2	4.886506E+2	4.579996E+2	3.738844E+2	3.233364E+2	2.713747E+2	1.680496E+2	1.042128E+2	2.465757E-1	-5.030145E-1
9.709790E+2	8.995115E+2	8.264133E+2	7.651409E+2	6.960175E+2	6.331308E+2	5.614036E+2	4.947065E+2	4.583317E+2	3.832970E+2	3.317726E+2	2.621790E+2	1.601263E+2	1.018489E+2	4.142472E-1	3.287676E-3
9.443094E+2	8.756134E+2	8.065262E+2	7.516746E+2	6.731747E+2	6.167582E+2	5.478189E+2	4.902090E+2	4.570100E+2	3.742263E+2	3.187073E+2	2.762371E+2	1.655740E+2	1.065799E+2	2.465757E-1	3.287676E-3
9.781363E+2	9.047324E+2	8.329854E+2	7.755398E+2	6.987233E+2	6.413172E+2	5.629127E+2	5.004172E+2	4.713903E+2	3.829551E+2	3.311117E+2	2.809221E+2	1.652419E+2	1.030325E+2	2.465757E-1	-1.676715E-1
9.716267E+2	8.995115E+2	8.300988E+2	7.762204E+2	6.988942E+2	6.424185E+2	5.674398E+2	5.042243E+2	4.707295E+2	3.913420E+2	3.373945E+2	2.871720E+2	1.829066E+2	1.170314E+2	4.142472E-1	-5.030145E-1
9.509735E+2	8.717405E+2	8.041229E+2	7.446850E+2	6.757128E+2	6.184908E+2	5.510080E+2	4.888249E+2	4.502374E+2	3.672137E+2	3.132465E+2	2.607916E+2	1.622698E+2	1.032265E+2	2.465757E-1	-5.030145E-1
9.648015E+2	8.944649E+2	8.260944E+2	7.683760E+2	6.965238E+2	6.383254E+2	5.699581E+2	5.088961E+2	4.619678E+2	3.841518E+2	3.337550E+2	2.725944E+2	1.743225E+2	1.142698E+2	8.219191E-2	3.287676E-3
9.392628E+2	8.579389E+2	7.882467E+2	7.307091E+2	6.567627E+2	5.997544E+2	5.288688E+2	4.670210E+2	4.269344E+2	3.502723E+2	2.917517E+2	2.335434E+2	1.460978E+2	9.041110E+1	-5.786310E-1	-1.676715E-1
9.602448E+2	8.890797E+2	8.161492E+2	7.583223E+2	6.838334E+2	6.210092E+2	5.501696E+2	4.891701E+2	4.482517E+2	3.655008E+2	3.185397E+2	2.609659E+2	1.586402E+2	1.034237E+2	4.142472E-1	1.709592E-1
9.771632E+2	8.990052E+2	8.257722E+2	7.683760E+2	6.983879E+2	6.332887E+2	5.645894E+2	5.004172E+2	4.636215E+2	3.783359E+2	3.230076E+2	2.611368E+2	1.560002E+2	1.016517E+2	2.465757E-1	6.772613E-1
9.563423E+2	8.850392E+2	8.155081E+2	7.571288E+2	6.856942E+2	6.285676E+2	5.568765E+2	4.919416E+2	4.507306E+2	3.759425E+2	3.195326E+2	2.594042E+2	1.540211E+2	1.024407E+2	-9.139740E-1	3.386307E-1
9.503226E+2	8.742688E+2	8.105404E+2	7.486072E+2	6.757128E+2	6.164393E+2	5.463099E+2	4.896895E+2	4.504018E+2	3.685814E+2	3.187073E+2	2.613111E+2	1.563290E+2	9.790371E+1	8.219191E-2	-1.676715E-1
9.376387E+2	8.626534E+2	7.978697E+2	7.416176E+2	6.694531E+2	6.107746E+2	5.427888E+2	4.824238E+2	4.413114E+2	3.625945E+2	3.117605E+2	2.594042E+2	1.622698E+2	1.057908E+2	-7.463025E-1	-1.676715E-1
9.950481E+2	9.193757E+2	8.432495E+2	7.859355E+2	7.066762E+2	6.485599E+2	5.759943E+2	5.097608E+2	4.684150E+2	3.870614E+2	3.330942E+2	2.760629E+2	1.708540E+2	1.051991E+2	5.786310E-1	-1.676715E-1
9.530875E+2	8.754457E+2	8.126215E+2	7.550839E+2	6.848493E+2	6.254147E+2	5.546935E+2	4.889958E+2	4.515591E+2	3.761135E+2	3.211830E+2	2.626985E+2	1.624375E+2	1.014544E+2	7.430149E-1	-3.353430E-1
9.426853E+2	8.700572E+2	8.026796E+2	7.479266E+2	6.684372E+2	6.099856E+2	5.402737E+2	4.765388E+2	4.571744E+2	3.767973E+2	3.244937E+2	2.653023E+2	1.639235E+2	1.065799E+2	8.219191E-2	1.709592E-1
9.620366E+2	8.936233E+2	8.224024E+2	7.714500E+2	7.009227E+2	6.397424E+2	5.684491E+2	5.120128E+2	4.566813E+2	3.733715E+2	3.228400E+2	2.607916E+2	1.621055E+2	1.020462E+2	2.465757E-1	3.287676E-3
9.569933E+2	8.852069E+2	8.159881E+2	7.576384E+2	6.845107E+2	6.240010E+2	5.546935E+2	5.007624E+2	4.575065E+2	3.767973E+2	3.249901E+2	2.640859E+2	1.668956E+2	1.071684E+2	2.465757E-1	1.709592E-1
9.809012E+2	9.064189E+2	8.321865E+2	7.726434E+2	6.943277E+2	6.365928E+2	5.644217E+2	5.069926E+2	4.575065E+2	3.769683E+2	3.198613E+2	2.696421E+2	1.673888E+2	1.071684E+2	8.219191E-2	-1.676715E-1
9.508091E+2	8.756134E+2	8.070095E+2	7.462236E+2	6.784186E+2	6.230541E+2	5.533554E+2	4.907284E+2	4.484193E+2	3.687524E+2	3.152323E+2	2.541966E+2	1.597975E+2	1.089470E+2	2.465757E-1	-3.353430E-1
9.610568E+2	8.826819E+2	8.065262E+2	7.487781E+2	6.709753E+2	6.035319E+2	5.340666E+2	4.758451E+2	4.515591E+2	3.682395E+2	3.110997E+2	2.514185E+2	1.457657E+2	8.903356E+1	5.786310E-1	3.287676E-3
9.395916E+2	8.665197E+2	7.948221E+2	7.407661E+2	6.670860E+2	6.076283E+2	5.394354E+2	4.862276E+2	4.434582E+2	3.667008E+2	3.153999E+2	2.616596E+2	1.644200E+2	1.059881E+2	4.142472E-1	3.386307E-1
9.714656E+2	8.953033E+2	8.224024E+2	7.613897E+2	6.821435E+2	6.240010E+2	5.506726E+2	4.836336E+2	4.622999E+2	3.728587E+2	3.178788E+2	2.594042E+2	1.619411E+2	9.514535E+1	8.219191E-2	3.386307E-1
9.542250E+2	8.831849E+2	8.095739E+2	7.569579E+2	6.809600E+2	6.266738E+2	5.602299E+2	4.959164E+2	4.527163E+2	3.756006E+2	3.157320E+2	2.535029E+2	1.667312E+2	1.061854E+2	8.219191E-2	1.709592E-1
9.610568E+2	8.924430E+2	8.166292E+2	7.559354E+2	6.777446E+2	6.148678E+2	5.407767E+2	4.780939E+2	4.495766E+2	3.696071E+2	3.091139E+2	2.533286E+2	1.460978E+2	9.455028E+1	2.465757E-1	-1.676715E-1
9.480475E+2	8.767937E+2	8.110204E+2	7.545710E+2	6.794378E+2	6.173862E+2	5.479866E+2	4.933224E+2	4.439547E+2	3.658428E+2	3.134142E+2	2.517637E+2	1.619411E+2	1.089470E+2	-8.219191E-2	-3.353430E-1
9.612212E+2	8.899181E+2	8.161492E+2	7.613897E+2	6.868811E+2	6.257303E+2	5.523461E+2	4.915931E+2	4.578352E+2	3.735425E+2	3.213506E+2	2.602722E+2	1.525350E+2	9.632892E+1	8.219191E-2	-1.676715E-1
9.522755E+2	8.818403E+2	8.087750E+2	7.544034E+2	6.821435E+2	6.222684E+2	5.521784E+2	4.889958E+2	4.467623E+2	3.725167E+2	3.155643E+2	2.580136E+2	1.596331E+2	1.004648E+2	8.219191E-2	-1.676715E-1
9.739018E+2	8.991762E+2	8.236879E+2	7.618993E+2	6.873907E+2	6.241555E+2	5.508403E+2	4.910736E+2	4.606462E+2	3.749135E+2	3.258153E+2	2.606174E+2	1.485734E+2	9.297220E+1	-4.142472E-1	-1.676715E-1
