-2.221484E-1	-2.688992E-1	-2.305313E-1	8.666624E-1	1.122007E-1	1.292889E-1	1.463772E-1	1.660448E-1
2.688966E-1	1.631430E-1	8.608471E-2	9.159926E-1	2.589016E-1	2.173095E-1	1.921607E-1	2.934005E-1
3.933505E-1	3.527257E-1	3.124232E-1	8.434482E-1	3.043627E-1	2.785692E-1	2.537429E-1	3.682018E-1
4.249476E-1	4.088267E-1	4.010886E-1	9.411413E-1	3.878694E-1	3.556274E-1	3.259649E-1	4.401014E-1
5.000714E-1	4.800814E-1	4.736330E-1	8.640831E-1	4.043128E-1	3.901263E-1	3.740054E-1	4.945903E-1
4.849177E-1	4.813711E-1	4.926558E-1	8.205564E-1	4.214010E-1	4.143078E-1	4.036680E-1	5.326358E-1
5.032956E-1	4.913661E-1	5.026508E-1	8.515087E-1	4.517085E-1	4.433256E-1	4.313960E-1	5.603639E-1
5.161924E-1	5.074871E-1	5.181269E-1	9.317912E-1	4.974920E-1	4.845953E-1	4.710536E-1	5.958300E-1
5.539155E-1	5.439205E-1	5.510137E-1	8.731108E-1	5.007162E-1	4.994266E-1	4.920109E-1	6.232357E-1
5.713261E-1	5.619760E-1	5.710037E-1	8.605364E-1	5.142579E-1	5.152251E-1	5.107112E-1	6.470947E-1
5.919610E-1	5.787418E-1	5.877695E-1	8.260376E-1	5.081319E-1	5.161924E-1	5.158700E-1	6.519310E-1
5.597190E-1	5.584293E-1	5.777745E-1	8.031458E-1	5.132906E-1	5.207063E-1	5.216735E-1	6.641829E-1
5.755176E-1	5.661674E-1	5.777745E-1	8.898766E-1	5.448877E-1	5.452101E-1	5.403738E-1	6.767573E-1
6.087268E-1	5.945403E-1	6.022784E-1	8.444155E-1	5.323134E-1	5.419859E-1	5.432756E-1	6.806263E-1
5.764848E-1	5.755176E-1	5.942179E-1	8.814937E-1	5.581069E-1	5.597190E-1	5.571397E-1	6.938455E-1
5.848677E-1	5.790642E-1	5.945403E-1	8.979371E-1	5.771297E-1	5.774521E-1	5.719710E-1	7.060975E-1
5.800314E-1	5.780969E-1	5.932506E-1	9.305015E-1	6.003439E-1	5.964748E-1	5.887368E-1	7.215736E-1
6.074371E-1	6.000215E-1	6.084044E-1	8.318411E-1	5.613311E-1	5.735831E-1	5.771297E-1	7.206064E-1
6.106613E-1	5.935731E-1	6.038905E-1	8.924560E-1	5.716485E-1	5.729382E-1	5.706813E-1	7.099665E-1
6.009887E-1	5.909937E-1	6.022784E-1	8.608589E-1	5.574621E-1	5.619760E-1	5.619760E-1	7.019060E-1
5.974421E-1	5.835781E-1	5.935731E-1	7.928283E-1	5.277995E-1	5.355376E-1	5.384393E-1	6.815936E-1
5.716485E-1	5.613311E-1	5.722934E-1	8.811713E-1	5.410187E-1	5.403738E-1	5.348927E-1	6.732107E-1
5.632656E-1	5.548827E-1	5.652001E-1	8.366774E-1	5.300564E-1	5.323134E-1	5.300564E-1	6.715986E-1
5.658450E-1	5.513361E-1	5.597190E-1	8.885869E-1	5.416635E-1	5.374721E-1	5.323134E-1	6.674071E-1
5.687468E-1	5.564948E-1	5.642329E-1	8.199116E-1	5.232856E-1	5.281219E-1	5.265098E-1	6.667623E-1
5.771297E-1	5.616535E-1	5.677795E-1	8.273272E-1	5.190942E-1	5.236080E-1	5.216735E-1	6.622484E-1
5.800314E-1	5.668122E-1	5.745503E-1	8.502190E-1	5.277995E-1	5.300564E-1	5.268322E-1	6.654726E-1
5.690692E-1	5.606863E-1	5.729382E-1	8.479621E-1	5.265098E-1	5.307013E-1	5.281219E-1	6.664399E-1
5.597190E-1	5.552051E-1	5.706813E-1	8.395792E-1	5.303788E-1	5.339255E-1	5.329582E-1	6.728883E-1
5.458550E-1	5.439205E-1	5.606863E-1	8.782695E-1	5.494016E-1	5.519809E-1	5.474671E-1	6.873972E-1
5.996990E-1	5.813211E-1	5.861574E-1	8.079821E-1	5.313461E-1	5.435980E-1	5.474671E-1	6.873972E-1
5.751952E-1	5.710037E-1	5.874471E-1	8.586019E-1	5.458550E-1	5.526258E-1	5.526258E-1	6.935231E-1
5.932506E-1	5.832556E-1	5.951852E-1	9.105115E-1	5.710037E-1	5.732606E-1	5.697140E-1	7.044854E-1
5.951852E-1	5.916386E-1	6.061474E-1	8.489293E-1	5.561724E-1	5.655226E-1	5.681019E-1	7.073872E-1
5.909937E-1	5.877695E-1	6.035681E-1	8.508639E-1	5.587518E-1	5.674571E-1	5.697140E-1	7.099665E-1
5.980869E-1	5.890592E-1	6.022784E-1	8.840731E-1	5.722934E-1	5.755176E-1	5.745503E-1	7.138356E-1
6.084044E-1	5.971197E-1	6.087268E-1	8.569898E-1	5.497240E-1	5.613311E-1	5.639105E-1	7.064199E-1
5.822884E-1	5.780969E-1	5.942179E-1	8.524760E-1	5.606863E-1	5.648777E-1	5.642329E-1	7.054526E-1
6.093716E-1	5.906713E-1	5.984094E-1	8.911663E-1	5.584293E-1	5.613311E-1	5.600414E-1	6.967473E-1
6.016336E-1	5.919610E-1	6.019560E-1	8.856852E-1	5.645553E-1	5.642329E-1	5.597190E-1	6.983594E-1
6.161424E-1	6.006663E-1	6.077595E-1	9.118012E-1	5.722934E-1	5.703589E-1	5.635881E-1	6.983594E-1
5.951852E-1	5.893816E-1	6.013111E-1	8.257151E-1	5.484343E-1	5.539155E-1	5.532706E-1	6.941680E-1
5.777745E-1	5.690692E-1	5.813211E-1	8.382895E-1	5.394066E-1	5.439205E-1	5.435980E-1	6.857851E-1
5.813211E-1	5.664898E-1	5.739055E-1	8.943905E-1	5.510137E-1	5.484343E-1	5.429532E-1	6.799815E-1
5.768073E-1	5.668122E-1	5.771297E-1	8.418361E-1	5.342479E-1	5.368272E-1	5.352151E-1	6.774021E-1
5.687468E-1	5.568172E-1	5.674571E-1	8.318411E-1	5.303788E-1	5.342479E-1	5.332806E-1	6.751452E-1
5.732606E-1	5.600414E-1	5.687468E-1	8.579571E-1	5.394066E-1	5.406963E-1	5.355376E-1	6.751452E-1
5.967973E-1	5.797090E-1	5.845453E-1	7.979871E-1	5.123233E-1	5.213511E-1	5.245753E-1	6.651502E-1
5.726158E-1	5.642329E-1	5.774521E-1	8.595692E-1	5.300564E-1	5.319909E-1	5.287667E-1	6.670847E-1
5.764848E-1	5.681019E-1	5.813211E-1	8.656952E-1	5.345703E-1	5.374721E-1	5.345703E-1	6.722434E-1
6.074371E-1	5.913161E-1	5.990542E-1	9.001941E-1	5.519809E-1	5.532706E-1	5.487568E-1	6.838505E-1
6.042129E-1	5.996990E-1	6.122734E-1	8.418361E-1	5.494016E-1	5.584293E-1	5.577845E-1	6.980370E-1
5.871247E-1	5.855126E-1	6.045353E-1	8.547329E-1	5.555276E-1	5.639105E-1	5.635881E-1	7.028733E-1
5.526258E-1	5.584293E-1	5.819660E-1	9.011613E-1	5.813211E-1	5.855126E-1	5.819660E-1	7.244754E-1
6.251702E-1	6.061474E-1	6.113061E-1	8.573123E-1	5.693916E-1	5.800314E-1	5.832556E-1	7.257651E-1
6.242029E-1	6.116286E-1	6.222684E-1	8.598916E-1	5.726158E-1	5.813211E-1	5.826108E-1	7.228633E-1
5.835781E-1	5.851902E-1	6.055026E-1	8.576347E-1	5.632656E-1	5.739055E-1	5.768073E-1	7.225409E-1
5.942179E-1	5.822884E-1	5.961524E-1	8.718211E-1	5.819660E-1	5.839005E-1	5.813211E-1	7.241530E-1
6.216236E-1	6.051802E-1	6.113061E-1	8.421585E-1	5.690692E-1	5.748727E-1	5.758400E-1	7.180270E-1
5.971197E-1	5.903489E-1	6.026008E-1	8.021785E-1	5.497240E-1	5.613311E-1	5.645553E-1	7.096441E-1
5.603639E-1	5.548827E-1	5.722934E-1	8.176546E-1	5.519809E-1	5.561724E-1	5.555276E-1	6.980370E-1
5.532706E-1	5.452101E-1	5.587518E-1	8.282945E-1	5.510137E-1	5.548827E-1	5.526258E-1	6.964249E-1
5.926058E-1	5.697140E-1	5.722934E-1	9.130908E-1	5.503689E-1	5.490792E-1	5.458550E-1	6.822384E-1
5.964748E-1	5.822884E-1	5.864798E-1	8.460276E-1	5.377945E-1	5.410187E-1	5.377945E-1	6.754676E-1
5.897040E-1	5.758400E-1	5.855126E-1	8.750453E-1	5.355376E-1	5.339255E-1	5.313461E-1	6.683744E-1
5.819660E-1	5.710037E-1	5.816435E-1	8.650503E-1	5.368272E-1	5.377945E-1	5.326358E-1	6.709538E-1
5.706813E-1	5.616535E-1	5.735831E-1	9.011613E-1	5.461774E-1	5.452101E-1	5.384393E-1	6.741780E-1
5.855126E-1	5.742279E-1	5.829332E-1	8.337756E-1	5.300564E-1	5.358600E-1	5.352151E-1	6.738555E-1
5.552051E-1	5.529482E-1	5.690692E-1	9.095442E-1	5.545603E-1	5.529482E-1	5.477895E-1	6.861075E-1
6.022784E-1	5.858350E-1	5.916386E-1	8.418361E-1	5.474671E-1	5.539155E-1	5.545603E-1	6.938455E-1
5.803539E-1	5.751952E-1	5.900265E-1	9.034182E-1	5.751952E-1	5.751952E-1	5.700364E-1	7.096441E-1
6.084044E-1	5.980869E-1	6.061474E-1	8.321635E-1	5.523034E-1	5.658450E-1	5.693916E-1	7.089993E-1
5.816435E-1	5.793866E-1	5.977645E-1	8.972923E-1	5.806763E-1	5.822884E-1	5.800314E-1	7.202839E-1
6.048578E-1	5.964748E-1	6.093716E-1	8.415137E-1	5.703589E-1	5.829332E-1	5.845453E-1	7.267323E-1
5.987318E-1	5.916386E-1	6.064699E-1	8.602140E-1	5.742279E-1	5.855126E-1	5.855126E-1	7.296341E-1
6.219460E-1	6.080819E-1	6.187218E-1	8.673073E-1	5.780969E-1	5.874471E-1	5.874471E-1	7.276996E-1
5.851902E-1	5.890592E-1	6.071147E-1	8.627934E-1	5.809987E-1	5.887368E-1	5.897040E-1	7.331807E-1
5.977645E-1	5.880919E-1	6.016336E-1	8.147529E-1	5.648777E-1	5.777745E-1	5.819660E-1	7.286669E-1
